"","ID","N_NESTS","LATERAL_STRUCTURE","STRUCTURE_MATERIAL","STRUCTURE_SIDE","ASYMM_SIDE","RELIABILITY","REP","categorias","match_mismatch"
"8505",9506,1,"y","nat","right",0,"2","n","0_right","match"
"8508",9514,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8509",9518,1,"y","art","left",0,"2","n","0_left","mismatch"
"8511",9520,1,"y","art","left",0,"2","y","0_left","mismatch"
"8512",9521,1,"y","art","left",1,"2","y","1_left","match"
"8513",9522,1,"y","art","left",0,"2","n","0_left","mismatch"
"8514",9523,1,"y","art","left",1,"2","n","1_left","match"
"8522",9531,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8524",9533,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8525",9534,1,"y","nat","right",0,"2","n","0_right","match"
"8529",9538,1,"y","nat","right",0,"2","n","0_right","match"
"8530",9539,1,"y","art","left",1,"2","n","1_left","match"
"8532",9541,1,"y","nat","right",0,"2","n","0_right","match"
"8533",9542,1,"y","nat","right",0,"2","n","0_right","match"
"8538",9549,1,"y","nat","right",0,"2","y","0_right","match"
"8540",9553,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8543",9565,1,"y","art","right",1,"2","n","1_right","mismatch"
"8547",9569,1,"y","nat","right",0,"2","n","0_right","match"
"8555",9577,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8556",9578,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8560",9582,1,"y","art","right",0,"2","n","0_right","match"
"8562",9584,1,"y","art","right",0,"2","n","0_right","match"
"8565",9587,1,"y","nat","left",1,"2","n","1_left","match"
"8571",9593,1,"y","art","left",0,"2","n","0_left","mismatch"
"8573",9595,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8576",9598,1,"y","art","left",0,"2","n","0_left","mismatch"
"8594",9617,1,"y","nat","right",0,"2","n","0_right","match"
"8607",9629,1,"y","nat","right",0,"2","n","0_right","match"
"8610",9632,1,"y","nat","right",0,"2","n","0_right","match"
"8611",9633,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8612",9634,1,"y","nat","right",0,"2","n","0_right","match"
"8613",9635,1,"y","nat","left",1,"2","n","1_left","match"
"8614",9636,1,"y","nat","right",0,"2","n","0_right","match"
"8615",9637,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8621",9643,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8622",9644,1,"y","art","left",1,"2","n","1_left","match"
"8626",9648,1,"y","art","left",1,"2","n","1_left","match"
"8627",9649,1,"y","nat","left",1,"2","n","1_left","match"
"8638",9661,1,"y","nat","right",0,"2","n","0_right","match"
"8641",9664,1,"y","nat","right",0,"2","n","0_right","match"
"8650",9673,1,"y","nat","left",1,"2","n","1_left","match"
"8652",9675,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8655",9678,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8656",9679,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8659",9682,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8665",9688,1,"y","art","right",0,"2","n","0_right","match"
"8668",9691,1,"y","art","left",1,"2","n","1_left","match"
"8673",9698,1,"y","art","right",0,"2","n","0_right","match"
"8674",9699,1,"y","art","left",0,"2","n","0_left","mismatch"
"8677",9702,1,"y","nat","left",1,"2","n","1_left","match"
"8679",9704,1,"y","art","left",1,"2","n","1_left","match"
"8680",9704,2,"y","art","right",1,"2","y","1_right","mismatch"
"8681",9706,1,"y","nat","right",0,"2","n","0_right","match"
"8683",9708,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8684",9709,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8695",9721,1,"y","nat","right",0,"2","n","0_right","match"
"8696",9722,1,"y","nat","left",1,"2","n","1_left","match"
"8699",9725,1,"y","nat","right",0,"2","n","0_right","match"
"8700",9726,1,"y","nat","right",0,"2","n","0_right","match"
"8702",9728,1,"y","nat","left",1,"2","n","1_left","match"
"8703",9729,1,"y","nat","left",0,"1","","0_left","mismatch"
"8720",9751,1,"y","art","left",1,"2","y","1_left","match"
"8722",9754,1,"y","art","right",1,"2","n","1_right","mismatch"
"8725",9754,4,"y","art","left",0,"2","n","0_left","mismatch"
"8728",9763,1,"y","art","left",0,"2","n","0_left","mismatch"
"8731",9766,1,"y","art","left",1,"2","y","1_left","match"
"8734",9769,1,"y","nat","left",1,"2","n","1_left","match"
"8742",9777,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8748",9789,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8750",9791,1,"y","art","right",0,"2","n","0_right","match"
"8759",9805,1,"y","art","left",0,"2","n","0_left","mismatch"
"8770",9817,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8771",9819,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8772",9820,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8779",9829,1,"y","art","right",0,"2","n","0_right","match"
"8783",9837,1,"y","art","right",1,"2","y","1_right","mismatch"
"8784",9837,2,"y","art","left",1,"2","n","1_left","match"
"8785",9837,3,"y","art","left",1,"2","n","1_left","match"
"8786",9837,4,"y","art","left",1,"2","n","1_left","match"
"8789",9840,1,"y","art","left",0,"2","n","0_left","mismatch"
"8794",9846,1,"y","art","left",0,"2","n","0_left","mismatch"
"8797",9850,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8798",9854,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8802",9858,1,"y","art","left",1,"1","","1_left","match"
"8811",9870,1,"y","art","left",1,"2","n","1_left","match"
"8823",9879,1,"y","art","right",1,"2","n","1_right","mismatch"
"8828",9884,1,"y","art","right",0,"2","y","0_right","match"
"8829",9885,1,"y","art","right",0,"2","n","0_right","match"
"8834",9890,1,"y","art","right",0,"2","y","0_right","match"
"8837",9893,1,"y","nat","left",1,"2","n","1_left","match"
"8863",9918,1,"y","art","left",0,"1","","0_left","mismatch"
"8868",9924,1,"y","nat","right",0,"1","","0_right","match"
"8871",9927,1,"y","art","right",0,"2","n","0_right","match"
"8877",9936,1,"y","nat","right",0,"2","n","0_right","match"
"8880",9939,1,"y","art","left",0,"2","n","0_left","mismatch"
"8881",9940,1,"y","nat","left",1,"2","n","1_left","match"
"8883",9942,1,"y","art","left",0,"2","y","0_left","mismatch"
"8885",9946,1,"y","nat","right",0,"2","n","0_right","match"
"8887",9948,1,"y","nat","left",1,"1","","1_left","match"
"8889",9951,1,"y","nat","right",1,"2","n","1_right","mismatch"
"8890",9953,1,"y","nat","right",0,"2","n","0_right","match"
"8896",9959,1,"y","nat","right",0,"2","n","0_right","match"
"8897",9960,1,"y","nat","left",1,"2","n","1_left","match"
"8900",9963,1,"y","art","left",0,"2","n","0_left","mismatch"
"8908",9971,1,"y","nat","right",0,"2","n","0_right","match"
"8912",9975,1,"y","art","left",1,"2","y","1_left","match"
"8913",9976,1,"y","art","right",1,"2","n","1_right","mismatch"
"8915",9978,1,"y","art","right",0,"2","n","0_right","match"
"8920",9985,1,"y","art","left",1,"2","n","1_left","match"
"8923",9988,1,"y","nat","right",0,"2","n","0_right","match"
"8924",9990,1,"y","nat","left",1,"1","","1_left","match"
"8944",10010,2,"y","art","left",1,"1","","1_left","match"
"8945",10011,1,"y","art","right",0,"1","","0_right","match"
"8946",10011,2,"y","art","left",1,"1","","1_left","match"
"8959",10023,1,"y","art","right",0,"2","n","0_right","match"
"8960",10023,2,"y","art","left",0,"2","n","0_left","mismatch"
"8961",10023,3,"y","art","left",0,"1","","0_left","mismatch"
"8966",10029,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8975",10036,1,"y","art","left",0,"2","n","0_left","mismatch"
"8976",10036,2,"y","art","left",0,"2","y","0_left","mismatch"
"8977",10037,1,"y","art","right",0,"2","n","0_right","match"
"8989",10051,1,"y","art","left",0,"2","n","0_left","mismatch"
"8991",10053,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8994",10057,1,"y","nat","left",0,"2","n","0_left","mismatch"
"8996",10059,1,"y","nat","right",0,"2","n","0_right","match"
"8999",10061,1,"y","art","left",0,"2","n","0_left","mismatch"
"9000",10063,1,"y","art","left",0,"2","n","0_left","mismatch"
"9001",10064,1,"y","art","left",1,"2","n","1_left","match"
"9002",10064,2,"y","art","right",1,"2","n","1_right","mismatch"
"9003",10065,1,"y","art","left",1,"2","n","1_left","match"
"9005",10067,1,"y","art","right",0,"2","n","0_right","match"
"9023",10086,1,"y","art","right",0,"2","n","0_right","match"
"9034",10096,1,"y","art","left",0,"2","n","0_left","mismatch"
"9035",10097,1,"y","art","left",1,"2","n","1_left","match"
"9038",10100,1,"y","art","right",1,"2","n","1_right","mismatch"
"9045",10108,1,"y","art","right",1,"2","n","1_right","mismatch"
"9046",10109,1,"y","art","left",1,"2","y","1_left","match"
"9050",10115,1,"y","art","right",1,"1","","1_right","mismatch"
"9053",10118,1,"y","art","right",0,"2","n","0_right","match"
"9054",10118,2,"y","art","left",0,"2","n","0_left","mismatch"
"9057",10121,1,"y","art","right",1,"2","y","1_right","mismatch"
"9058",10122,1,"y","art","right",0,"2","y","0_right","match"
"9062",10126,1,"y","nat","right",0,"2","y","0_right","match"
"9067",10131,1,"y","nat","right",0,"2","n","0_right","match"
"9071",10137,1,"y","nat","right",0,"2","y","0_right","match"
"9072",10138,1,"y","art","right",0,"2","n","0_right","match"
"9076",10142,1,"y","art","left",1,"1","","1_left","match"
"9078",10144,1,"y","art","left",0,"1","","0_left","mismatch"
"9082",10149,1,"y","art","right",1,"2","n","1_right","mismatch"
"9084",10151,1,"y","nat","right",0,"2","n","0_right","match"
"9112",10189,1,"y","nat","right",0,"2","n","0_right","match"
"9127",10206,1,"y","art","right",0,"2","n","0_right","match"
"9130",10209,1,"y","nat","left",1,"2","n","1_left","match"
"9131",10210,1,"y","nat","right",0,"1","","0_right","match"
"9141",10222,1,"y","nat","right",0,"1","","0_right","match"
"9142",10224,1,"y","art","right",0,"1","","0_right","match"
"9146",10228,1,"y","art","right",0,"2","y","0_right","match"
"9147",10229,1,"y","art","left",0,"1","","0_left","mismatch"
"9150",10232,1,"y","art","right",0,"2","n","0_right","match"
"9151",10233,1,"y","art","right",0,"2","n","0_right","match"
"9153",10235,1,"y","nat","left",1,"1","","1_left","match"
"9154",10236,1,"y","nat","right",0,"2","n","0_right","match"
"9166",10248,1,"y","nat","left",1,"2","y","1_left","match"
"9167",10249,1,"y","nat","left",0,"2","n","0_left","mismatch"
"9169",10251,1,"y","nat","left",0,"2","n","0_left","mismatch"
"9175",10257,1,"y","nat","left",0,"2","n","0_left","mismatch"
"9184",10266,1,"y","art","left",0,"2","y","0_left","mismatch"
"9198",10279,1,"y","nat","right",0,"2","y","0_right","match"
"9213",10297,1,"y","nat","right",0,"2","n","0_right","match"
"9230",10314,1,"y","nat","right",0,"2","n","0_right","match"
"9243",10331,1,"y","nat","right",0,"2","n","0_right","match"
"9263",10352,1,"y","art","left",0,"2","n","0_left","mismatch"
"9277",10367,1,"y","art","right",0,"2","y","0_right","match"
"9286",10378,1,"y","nat","right",0,"2","n","0_right","match"
"9294",10387,1,"y","art","right",0,"2","n","0_right","match"
"9295",10387,2,"y","art","left",1,"2","n","1_left","match"
"9309",10403,1,"y","art","right",1,"1","","1_right","mismatch"
"9314",10407,1,"y","art","left",1,"2","n","1_left","match"
"9319",10412,1,"y","art","right",0,"2","n","0_right","match"
"9326",10418,1,"y","art","right",1,"2","n","1_right","mismatch"
"9333",10423,1,"y","art","right",0,"2","n","0_right","match"
"9338",10427,2,"y","art","left",1,"2","n","1_left","match"
"9340",10429,1,"y","art","right",0,"2","n","0_right","match"
"9342",10432,1,"y","art","left",1,"2","n","1_left","match"
"9358",10448,1,"y","art","right",0,"2","n","0_right","match"
"9360",10450,1,"y","art","left",0,"2","n","0_left","mismatch"
"9361",10451,1,"y","art","left",1,"2","n","1_left","match"
"9363",10454,1,"y","art","left",1,"2","n","1_left","match"
"9371",10460,1,"y","art","right",0,"2","n","0_right","match"
"9376",10464,1,"y","nat","right",0,"2","n","0_right","match"
"9396",10479,1,"y","art","right",0,"2","n","0_right","match"
"9402",10483,2,"y","art","left",1,"1","","1_left","match"
"9415",10494,2,"y","art","left",1,"2","n","1_left","match"
"9433",10518,1,"y","art","right",0,"1","","0_right","match"
"9515",10588,1,"y","art","left",0,"2","n","0_left","mismatch"
"9518",10591,1,"y","nat","left",0,"2","n","0_left","mismatch"
"9522",10596,1,"y","art","left",1,"2","n","1_left","match"
"9527",10602,1,"y","art","left",0,"2","n","0_left","mismatch"
"9529",10603,2,"y","art","left",1,"2","n","1_left","match"
"9549",10622,1,"y","art","right",0,"2","n","0_right","match"
"9572",10639,1,"y","nat","left",1,"2","n","1_left","match"
"9575",10642,1,"y","nat","right",1,"2","n","1_right","mismatch"
"9587",10654,1,"y","art","right",0,"2","n","0_right","match"
"9605",10668,2,"y","art","right",0,"2","n","0_right","match"
"9628",10683,2,"y","art","right",0,"2","n","0_right","match"
"9636",10688,1,"y","art","right",1,"2","n","1_right","mismatch"
"9659",10703,1,"y","nat","left",1,"2","n","1_left","match"
"9660",10705,1,"y","nat","right",0,"2","n","0_right","match"
"9661",10706,1,"y","nat","left",1,"2","n","1_left","match"
"9662",10707,1,"y","nat","right",0,"2","n","0_right","match"
"9663",10709,1,"y","nat","right",1,"2","n","1_right","mismatch"
"9669",10715,1,"y","nat","left",1,"2","n","1_left","match"
"9671",10718,1,"y","nat","left",1,"2","n","1_left","match"
"9672",10719,1,"y","nat","left",1,"2","y","1_left","match"
"9680",10727,1,"y","nat","left",0,"2","n","0_left","mismatch"
"9683",10731,1,"y","nat","right",1,"2","n","1_right","mismatch"
"9708",10766,1,"y","nat","right",1,"2","n","1_right","mismatch"
"9716",10774,1,"y","art","right",0,"2","y","0_right","match"
"9719",10777,1,"y","art","left",0,"2","y","0_left","mismatch"
"9727",10784,1,"y","nat","right",0,"2","n","0_right","match"
"9734",10792,1,"y","art","right",1,"2","n","1_right","mismatch"
"9735",10793,1,"y","art","right",0,"1","","0_right","match"
"9742",10800,1,"y","nat","left",1,"2","n","1_left","match"
"9743",10801,1,"y","nat","right",0,"2","n","0_right","match"
"9744",10802,1,"y","nat","left",1,"2","n","1_left","match"
"9747",10805,1,"y","art","left",0,"2","n","0_left","mismatch"
"9748",10805,2,"y","art","left",1,"2","n","1_left","match"
"9750",10807,1,"y","art","left",1,"2","y","1_left","match"
"9752",10809,1,"y","nat","right",0,"2","n","0_right","match"
"9753",10810,1,"y","nat","left",1,"2","n","1_left","match"
"9761",10818,1,"y","nat","left",0,"2","n","0_left","mismatch"
"9781",10847,1,"y","art","right",1,"2","n","1_right","mismatch"
"9783",10850,1,"y","art","right",1,"2","n","1_right","mismatch"
"9784",10851,1,"y","art","right",0,"2","y","0_right","match"
"9796",10864,1,"y","art","right",0,"2","n","0_right","match"
"9797",10864,2,"y","art","right",1,"2","n","1_right","mismatch"
"9804",10871,1,"y","art","right",0,"2","n","0_right","match"
"9805",10872,1,"y","art","left",0,"2","n","0_left","mismatch"
"9824",10892,1,"y","art","left",1,"2","n","1_left","match"
"9835",10906,1,"y","nat","left",1,"2","n","1_left","match"
"9839",10914,1,"y","nat","right",0,"2","n","0_right","match"
"9846",10921,1,"y","art","left",1,"2","n","1_left","match"
"9849",10923,2,"y","art","left",0,"2","n","0_left","mismatch"
"9850",10923,3,"y","art","right",0,"2","n","0_right","match"
"9860",10934,1,"y","art","left",1,"2","y","1_left","match"
"9885",10953,1,"y","nat","right",0,"2","n","0_right","match"
"9891",10961,1,"y","art","left",1,"2","y","1_left","match"
"9892",10962,1,"y","art","right",0,"2","y","0_right","match"
"9898",10970,1,"y","nat","left",1,"2","n","1_left","match"
"9899",10971,1,"y","nat","left",1,"2","y","1_left","match"
"9900",10972,1,"y","nat","left",1,"2","n","1_left","match"
"9902",10974,1,"y","nat","left",1,"2","y","1_left","match"
"9903",10975,1,"y","nat","right",0,"2","y","0_right","match"
"9905",10977,1,"y","nat","right",0,"2","y","0_right","match"
"9906",10978,1,"y","nat","left",0,"2","y","0_left","mismatch"
"9913",10986,1,"y","art","left",0,"2","n","0_left","mismatch"
"9927",11000,1,"y","nat","left",1,"2","n","1_left","match"
"9928",11002,1,"y","art","right",0,"2","y","0_right","match"
"9934",11009,1,"y","art","left",1,"2","n","1_left","match"
"9949",11023,1,"y","art","left",1,"2","y","1_left","match"
"9950",11023,2,"y","art","right",1,"2","y","1_right","mismatch"
"9952",11025,1,"y","art","right",0,"2","y","0_right","match"
"9966",11039,1,"y","nat","right",1,"2","n","1_right","mismatch"
"9968",11041,1,"y","nat","left",1,"2","n","1_left","match"
"9969",11042,1,"y","nat","left",1,"2","y","1_left","match"
"9982",11054,1,"y","art","left",1,"2","n","1_left","match"
"9983",11055,1,"y","nat","left",1,"2","n","1_left","match"
"9984",11056,1,"y","art","left",1,"2","n","1_left","match"
"9985",11058,1,"y","art","right",0,"2","n","0_right","match"
"9986",11059,1,"y","art","left",1,"2","n","1_left","match"
"10007",11084,1,"y","art","right",1,"2","n","1_right","mismatch"
"10015",11092,1,"y","art","left",1,"2","y","1_left","match"
"10027",11104,1,"y","nat","right",0,"2","n","0_right","match"
"10031",11108,1,"y","art","right",0,"2","n","0_right","match"
"10035",11112,1,"y","art","right",0,"2","n","0_right","match"
"10041",11118,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10042",11119,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10043",11120,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10045",11122,1,"y","art","right",1,"2","n","1_right","mismatch"
"10046",11123,1,"y","nat","left",1,"2","n","1_left","match"
"10052",11129,1,"y","nat","right",1,"0","","1_right","mismatch"
"10058",11136,1,"y","nat","left",1,"2","n","1_left","match"
"10066",11149,1,"y","art","right",0,"2","n","0_right","match"
"10075",11158,1,"y","nat","right",1,"2","n","1_right","mismatch"
"10077",11161,1,"y","nat","right",1,"2","n","1_right","mismatch"
"10092",11180,1,"y","art","left",1,"2","n","1_left","match"
"10098",11192,1,"y","art","left",1,"2","y","1_left","match"
"10099",11192,2,"y","art","right",0,"2","y","0_right","match"
"10124",11216,1,"y","art","right",0,"1","","0_right","match"
"10127",11218,1,"y","nat","left",1,"2","n","1_left","match"
"10135",11223,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10139",11227,1,"y","art","right",1,"2","n","1_right","mismatch"
"10140",11228,1,"y","nat","right",0,"2","n","0_right","match"
"10147",11235,1,"y","art","left",1,"2","y","1_left","match"
"10151",11239,1,"y","art","right",1,"2","y","1_right","mismatch"
"10153",11241,1,"y","nat","left",1,"2","n","1_left","match"
"10156",11244,1,"y","nat","right",0,"2","n","0_right","match"
"10158",11246,1,"y","art","right",0,"2","y","0_right","match"
"10159",11247,1,"y","art","right",1,"2","y","1_right","mismatch"
"10169",11257,2,"y","art","left",0,"2","n","0_left","mismatch"
"10171",11258,1,"y","art","left",0,"2","n","0_left","mismatch"
"10178",11265,1,"y","nat","right",0,"2","y","0_right","match"
"10182",11270,1,"y","nat","right",0,"2","n","0_right","match"
"10190",11277,2,"y","art","right",1,"2","y","1_right","mismatch"
"10196",11283,1,"y","nat","left",1,"2","n","1_left","match"
"10199",11286,1,"y","nat","left",0,"2","y","0_left","mismatch"
"10202",11291,1,"y","nat","left",1,"2","n","1_left","match"
"10204",11293,1,"y","art","left",1,"1","","1_left","match"
"10211",11302,1,"y","art","left",1,"1","","1_left","match"
"10217",11309,1,"y","art","left",1,"2","y","1_left","match"
"10218",11310,1,"y","art","right",1,"2","n","1_right","mismatch"
"10219",11310,2,"y","art","left",1,"2","n","1_left","match"
"10222",11313,1,"y","art","left",1,"2","n","1_left","match"
"10227",11318,1,"y","nat","right",0,"2","n","0_right","match"
"10231",11322,1,"y","art","left",0,"2","n","0_left","mismatch"
"10234",11325,1,"y","art","right",1,"2","n","1_right","mismatch"
"10242",11335,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10243",11336,1,"y","nat","right",0,"2","n","0_right","match"
"10251",11344,1,"y","art","right",0,"2","y","0_right","match"
"10258",11351,1,"y","art","right",0,"2","n","0_right","match"
"10259",11352,1,"y","nat","right",0,"2","y","0_right","match"
"10266",11360,1,"y","art","left",0,"0","","0_left","mismatch"
"10269",11363,1,"y","art","left",1,"2","n","1_left","match"
"10294",11387,1,"y","art","right",0,"2","n","0_right","match"
"10298",11390,1,"y","nat","left",1,"2","n","1_left","match"
"10299",11391,1,"y","art","right",1,"2","n","1_right","mismatch"
"10300",11392,1,"y","art","right",0,"2","n","0_right","match"
"10301",11393,1,"y","art","right",0,"2","n","0_right","match"
"10303",11396,1,"y","art","left",0,"1","","0_left","mismatch"
"10310",11403,1,"y","art","left",0,"2","n","0_left","mismatch"
"10331",11422,1,"y","nat","right",1,"0","","1_right","mismatch"
"10332",11423,1,"y","art","left",1,"2","n","1_left","match"
"10334",11425,1,"y","art","right",1,"2","n","1_right","mismatch"
"10336",11427,1,"y","art","left",1,"2","y","1_left","match"
"10342",11436,1,"y","art","left",1,"2","n","1_left","match"
"10358",11452,1,"y","nat","left",1,"2","n","1_left","match"
"10381",11473,1,"y","art","left",1,"2","n","1_left","match"
"10382",11475,1,"y","nat","left",1,"1","","1_left","match"
"10398",11483,1,"y","art","right",0,"2","y","0_right","match"
"10402",11487,1,"y","nat","right",0,"2","n","0_right","match"
"10404",11489,1,"y","nat","right",0,"2","n","0_right","match"
"10408",11493,1,"y","art","left",0,"0","","0_left","mismatch"
"10412",11497,1,"y","art","right",0,"2","n","0_right","match"
"10413",11497,2,"y","art","left",0,"2","n","0_left","mismatch"
"10415",11501,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10416",11503,1,"y","art","right",0,"2","n","0_right","match"
"10420",11507,1,"y","nat","left",1,"2","n","1_left","match"
"10423",11510,1,"y","nat","right",1,"2","n","1_right","mismatch"
"10427",11513,1,"y","art","left",1,"1","","1_left","match"
"10431",11517,1,"y","art","left",1,"2","n","1_left","match"
"10433",11519,1,"y","nat","right",1,"2","n","1_right","mismatch"
"10438",11524,1,"y","art","right",0,"2","n","0_right","match"
"10441",11525,2,"y","art","right",0,"1","","0_right","match"
"10442",11526,1,"y","art","right",0,"2","n","0_right","match"
"10443",11526,2,"y","art","left",0,"2","n","0_left","mismatch"
"10449",11532,1,"y","art","left",0,"0","","0_left","mismatch"
"10450",11533,1,"y","art","left",0,"2","n","0_left","mismatch"
"10457",11544,1,"y","nat","left",0,"2","y","0_left","mismatch"
"10467",11554,1,"y","art","right",1,"2","n","1_right","mismatch"
"10472",11557,2,"y","art","left",0,"2","n","0_left","mismatch"
"10479",11565,1,"y","art","right",0,"2","n","0_right","match"
"10480",11566,1,"y","art","left",1,"2","n","1_left","match"
"10481",11567,1,"y","art","left",1,"2","n","1_left","match"
"10486",11572,1,"y","nat","left",1,"2","n","1_left","match"
"10487",11573,1,"y","art","left",1,"0","","1_left","match"
"10497",11583,1,"y","nat","left",0,"1","","0_left","mismatch"
"10498",11584,1,"y","nat","left",1,"2","n","1_left","match"
"10500",11586,1,"y","nat","left",1,"2","n","1_left","match"
"10506",11594,1,"y","art","left",0,"2","y","0_left","mismatch"
"10509",11599,1,"y","art","right",0,"1","","0_right","match"
"10521",11612,1,"y","art","right",0,"2","n","0_right","match"
"10541",11635,1,"y","nat","right",0,"2","n","0_right","match"
"10545",11639,1,"y","art","right",0,"2","n","0_right","match"
"10548",11642,1,"y","art","right",1,"2","n","1_right","mismatch"
"10551",11645,1,"y","art","right",0,"2","n","0_right","match"
"10553",11647,1,"y","art","left",0,"2","n","0_left","mismatch"
"10616",11708,1,"y","art","right",1,"1","","1_right","mismatch"
"10638",11727,1,"y","art","right",1,"2","n","1_right","mismatch"
"10639",11728,1,"y","art","left",0,"2","n","0_left","mismatch"
"10642",11732,1,"y","art","left",0,"2","n","0_left","mismatch"
"10676",11763,1,"y","art","right",1,"2","n","1_right","mismatch"
"10686",11772,1,"y","art","left",1,"2","y","1_left","match"
"10691",11777,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10708",11801,1,"y","art","left",0,"2","n","0_left","mismatch"
"10711",11804,1,"y","art","left",1,"2","n","1_left","match"
"10726",11819,1,"y","art","left",1,"1","","1_left","match"
"10728",11821,1,"y","art","left",0,"2","n","0_left","mismatch"
"10763",11846,1,"y","art","right",0,"2","y","0_right","match"
"10764",11846,2,"y","art","right",0,"2","y","0_right","match"
"10769",11852,1,"y","art","left",1,"2","n","1_left","match"
"10778",11861,1,"y","nat","right",0,"2","y","0_right","match"
"10781",11864,1,"y","art","right",1,"2","n","1_right","mismatch"
"10783",11867,1,"y","art","right",1,"2","n","1_right","mismatch"
"10784",11867,2,"y","art","left",1,"2","n","1_left","match"
"10791",11876,1,"y","art","right",0,"1","","0_right","match"
"10792",11877,1,"y","nat","right",1,"2","n","1_right","mismatch"
"10817",11900,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10833",11916,1,"y","nat","right",1,"1","","1_right","mismatch"
"10858",11941,1,"y","art","right",0,"1","","0_right","match"
"10859",11941,2,"y","art","right",0,"1","","0_right","match"
"10860",11942,1,"y","art","left",0,"2","y","0_left","mismatch"
"10875",11957,1,"y","art","right",0,"2","n","0_right","match"
"10885",11968,1,"y","art","right",0,"2","n","0_right","match"
"10886",11968,2,"y","art","right",0,"2","n","0_right","match"
"10887",11969,1,"y","art","left",1,"2","n","1_left","match"
"10888",11970,1,"y","nat","right",0,"2","n","0_right","match"
"10908",11992,1,"y","nat","left",1,"2","n","1_left","match"
"10909",11993,1,"y","nat","left",0,"1","","0_left","mismatch"
"10912",11996,1,"y","art","right",0,"1","","0_right","match"
"10917",12002,1,"y","art","left",0,"2","n","0_left","mismatch"
"10918",12003,1,"y","art","left",0,"2","n","0_left","mismatch"
"10919",12003,2,"y","art","right",0,"2","n","0_right","match"
"10932",12016,1,"y","art","right",0,"2","y","0_right","match"
"10934",12017,1,"y","art","right",0,"2","y","0_right","match"
"10935",12018,1,"y","art","left",1,"2","n","1_left","match"
"10939",12022,1,"y","art","right",0,"2","n","0_right","match"
"10944",12026,2,"y","art","left",1,"2","n","1_left","match"
"10947",12030,1,"y","nat","left",0,"2","n","0_left","mismatch"
"10948",12031,1,"y","nat","right",1,"2","n","1_right","mismatch"
"10952",12035,1,"y","art","right",0,"2","n","0_right","match"
"10957",12038,1,"y","art","left",0,"1","","0_left","mismatch"
"10968",12045,1,"y","art","right",0,"2","n","0_right","match"
"10984",12061,1,"y","art","left",1,"2","n","1_left","match"
"10988",12065,1,"y","nat","right",0,"1","","0_right","match"
"10989",12066,1,"y","art","right",0,"2","n","0_right","match"
"10991",12068,1,"y","art","left",0,"2","n","0_left","mismatch"
"10992",12069,1,"y","art","left",0,"2","n","0_left","mismatch"
"10993",12070,1,"y","art","left",1,"2","y","1_left","match"
"11013",12093,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11014",12094,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11017",12097,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11019",12099,1,"y","nat","left",1,"2","n","1_left","match"
"11029",12109,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11031",12111,1,"y","nat","right",0,"2","y","0_right","match"
"11046",12129,1,"y","art","right",0,"1","","0_right","match"
"11054",12137,1,"y","nat","left",1,"2","n","1_left","match"
"11055",12138,1,"y","art","right",0,"1","","0_right","match"
"11074",12159,1,"y","nat","right",0,"2","n","0_right","match"
"11078",12169,1,"y","art","left",0,"2","n","0_left","mismatch"
"11079",12170,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11081",12172,1,"y","art","right",0,"2","n","0_right","match"
"11082",12174,1,"y","art","right",0,"1","","0_right","match"
